Website Domain,Ticker,Technology Name,Technology ID,First Seen At,Last Seen At,Behind Firewall
naver.com,,jQuery,7e62d707-7eaa-5b9e-ad19-fea2707ca537,2024-08-04T18:47:45Z,2024-08-06T23:45:09Z,FALSE
samsung.com,NASDAQOTH:SSNLF,HTML,02f48508-e6e7-4a38-a79d-f7775b8fe7d7,2024-09-03T00:21:51Z,2024-09-04T18:49:43Z,TRUE
wipro.com,NYSE:WIT,Origami Risk,b03a2a5f-3baf-4384-a5ef-0831d52015b8,2024-09-02T06:00:14Z,2024-09-02T06:00:14Z,TRUE
lg.com,,Shopify,9186acfa-18db-58fc-b089-c7d695e5413f,2024-07-22T21:56:18Z,2024-08-29T09:12:41Z,TRUE
grab.com,,AWS WAF,a51c6cb5-12e5-514c-87af-f5fcccbf2750,2024-06-20T11:19:55Z,2024-06-20T11:19:55Z,TRUE
infosys.com,NYSE:INFY,Cloudflare,fb4e21a3-5824-540f-88af-1de0a7a472a6,2024-06-10T15:44:56Z,2024-06-10T15:44:56Z,FALSE
sony.com,NYSE:SNE,Solidity,32d8620f-3404-451f-8897-dec054da4d64,2024-07-15T00:33:28Z,2024-07-15T00:33:28Z,TRUE
grab.com,,Salesforce Marketing Cloud Account Engagement,26a1a802-94cf-573a-9fe4-6438dd782daa,2024-09-05T08:35:44Z,2024-09-05T08:35:44Z,FALSE
infosys.com,NYSE:INFY,Spring Boot,92bed5c9-d378-4390-9a88-7a05731812ed,2024-08-21T18:22:02Z,2024-09-05T19:18:59Z,TRUE
sony.com,NYSE:SNE,AWS Database Migration Service,8f98e534-a027-4588-8bb6-7234497b8e3d,2024-08-27T17:02:15Z,2024-08-27T17:02:15Z,TRUE
wipro.com,NYSE:WIT,Marketo Forms,98c13648-cda5-5f84-a822-9b403d7db477,2024-07-04T09:29:44Z,2024-08-30T10:45:20Z,FALSE
samsung.com,NASDAQOTH:SSNLF,web-vitals,9ba69c96-34ac-5cd4-a1b8-8e9d7a44f871,2024-06-07T09:37:14Z,2024-08-07T09:45:48Z,FALSE
grab.com,,Google Sheets,2fc3554e-2ba0-4333-a346-b44e9666f7a1,2024-08-21T12:54:18Z,2024-09-05T15:06:11Z,TRUE
rakuten.com,,ABAP,491dcf9a-c5e2-5bf7-9b33-4c8eeea1b3b7,2024-06-16T09:45:52Z,2024-06-16T09:45:52Z,TRUE
samsung.com,NASDAQOTH:SSNLF,OWASP,d8055693-9ecd-5efc-8e16-d120c09d776a,2024-08-15T01:06:10Z,2024-08-15T01:06:29Z,TRUE
rakuten.com,,Google Sheets,2fc3554e-2ba0-4333-a346-b44e9666f7a1,2024-08-25T11:03:33Z,2024-08-25T11:03:33Z,TRUE
lg.com,,HubSpot,d5f29228-4009-56ee-ba63-c14d59112b6b,2024-07-23T22:04:56Z,2024-07-23T22:04:56Z,TRUE
samsung.com,NASDAQOTH:SSNLF,UserWay,859fd11f-81f5-50b3-842b-5dabf14d1649,2024-09-02T09:31:36Z,2024-09-02T09:51:13Z,FALSE
sony.com,NYSE:SNE,Snort,204fbdf9-9256-4e3a-ab8f-66522e806581,2024-09-05T15:21:36Z,2024-09-05T15:21:36Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Postman,ee863dbe-0c65-5aa8-96ba-a4d5c25f0d16,2024-06-11T04:28:43Z,2024-06-11T04:28:43Z,TRUE
wipro.com,NYSE:WIT,Xero,b56318fa-3545-56e6-ab7c-179b958bc96d,2024-09-03T10:14:58Z,2024-09-03T10:14:58Z,TRUE
wipro.com,NYSE:WIT,SAP ERP Central Component (ECC),be61511c-8d7a-4cbd-8d62-5657370c68c5,2024-08-31T20:10:54Z,2024-08-31T20:10:54Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Spring Boot,92bed5c9-d378-4390-9a88-7a05731812ed,2024-08-25T01:55:15Z,2024-08-25T01:55:15Z,TRUE
wipro.com,NYSE:WIT,Veeva Vault,6ed8d1a9-7d67-407a-93a9-3aa698a96f9b,2024-06-07T12:59:40Z,2024-06-08T08:02:49Z,TRUE
bytedance.com,,PyTorch,a0d6a9e2-4320-4cac-b2cc-932b2bd95a46,2024-09-04T19:27:50Z,2024-09-06T07:35:08Z,TRUE
lg.com,,X-Content-Type-Options,3ee8a45c-4b45-4c85-9564-fe6981802538,2024-06-16T13:16:43Z,2024-08-25T13:46:59Z,FALSE
samsung.com,NASDAQOTH:SSNLF,styled-components,4b12cdba-0bae-5756-aec8-b8a9b67d604f,2024-06-07T09:37:14Z,2024-09-03T09:37:15Z,FALSE
alibaba.com,,Akamai Bot Manager,92afdf8b-4fc8-5c62-acfb-2269ba4a68bf,2024-07-31T10:31:30Z,2024-07-31T10:31:30Z,FALSE
infosys.com,NYSE:INFY,SAP ERP Central Component (ECC),be61511c-8d7a-4cbd-8d62-5657370c68c5,2024-08-22T17:30:57Z,2024-09-06T07:24:08Z,TRUE
infosys.com,NYSE:INFY,Vault Platform,baba7a68-a954-58f5-a103-b8eef1108c54,2024-08-15T03:52:20Z,2024-08-15T03:53:07Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Pardot,71744d7a-08f8-51fb-b857-148f3da2d6f6,2024-09-02T10:12:27Z,2024-09-02T10:12:27Z,FALSE
infosys.com,NYSE:INFY,Spring Cloud,502af747-bf89-429f-82c8-9bf290fe07f0,2024-08-21T18:22:02Z,2024-08-24T04:49:49Z,TRUE
wipro.com,NYSE:WIT,Adobe Premiere Pro,6189d244-ef1d-5c58-9e3e-1fc0aa067c30,2024-08-09T21:32:27Z,2024-08-09T21:37:27Z,TRUE
infosys.com,NYSE:INFY,DB2,01aa495d-f8a7-49d3-9a4f-a53980dc310b,2024-09-02T19:21:02Z,2024-09-05T19:17:40Z,TRUE
huawei.com,,HTML,02f48508-e6e7-4a38-a79d-f7775b8fe7d7,2024-09-03T21:18:30Z,2024-09-06T03:39:27Z,TRUE
grab.com,,Tailwind CSS,3cd84a23-9a5f-5dc5-96df-59753aeb162a,2024-09-05T08:34:32Z,2024-09-05T08:35:57Z,FALSE
grab.com,,Solr,9b9635b8-146e-5940-b288-93c575ee5eef,2024-07-05T13:51:14Z,2024-08-27T13:39:00Z,TRUE
wipro.com,NYSE:WIT,Microsoft Intune,d8cc12c9-ae34-4281-baf2-cf2e60890f9a,2024-06-14T11:56:19Z,2024-09-01T07:45:56Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Amazon S3,48ca0dc2-ce8e-563d-81db-98a986f35dae,2024-06-09T03:41:06Z,2024-08-09T03:47:05Z,FALSE
grab.com,,Microsoft Intune,d8cc12c9-ae34-4281-baf2-cf2e60890f9a,2024-06-14T13:07:47Z,2024-06-15T00:37:11Z,TRUE
sony.com,NYSE:SNE,BluePrism,70f2cefd-d0e4-4d61-90c7-eee6401b6105,2024-09-05T18:45:43Z,2024-09-05T18:45:43Z,TRUE
wipro.com,NYSE:WIT,Xdomain,f5b7dd11-69e4-5c70-be58-083407950223,2024-09-02T07:49:38Z,2024-09-02T07:49:38Z,TRUE
samsung.com,NASDAQOTH:SSNLF,X-Content-Type-Options,3ee8a45c-4b45-4c85-9564-fe6981802538,2024-06-14T06:08:28Z,2024-08-23T17:39:34Z,FALSE
infosys.com,NYSE:INFY,Akeneo,4c42cf26-dc2c-57fd-985c-2a1bda18aa50,2024-09-05T19:18:00Z,2024-09-05T19:18:00Z,TRUE
grab.com,,Asana,b7c7a032-e970-59a2-9d7f-004d2b50a4ab,2024-06-06T09:04:25Z,2024-06-06T09:04:25Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Document360,40a3c18a-6d39-5919-9457-c6c8ddc31aeb,2024-08-05T22:40:21Z,2024-09-04T18:49:43Z,TRUE
infosys.com,NYSE:INFY,Schema,1f789f4d-dcf1-4196-9d96-53756b7154d5,2024-09-04T07:49:15Z,2024-09-04T07:49:15Z,TRUE
infosys.com,NYSE:INFY,IBM Case Manager,a6719a9c-5177-50ba-8d01-72e769d1cdf7,2024-09-03T19:15:41Z,2024-09-03T19:15:41Z,TRUE
grab.com,,Next.js,1161d32c-5e93-56f3-aa1f-882d0f3ed550,2024-09-05T08:34:32Z,2024-09-05T08:35:57Z,FALSE
lg.com,,styled-components,4b12cdba-0bae-5756-aec8-b8a9b67d604f,2024-09-02T10:01:49Z,2024-09-02T10:11:24Z,FALSE
infosys.com,NYSE:INFY,Katalon,446817f3-ec76-47f4-ae0f-d9784cca67d0,2024-09-04T20:54:15Z,2024-09-04T20:54:15Z,TRUE
wipro.com,NYSE:WIT,Blue Yonder Warehouse Management,66f51be6-a210-4030-907c-64f4ad1074a2,2024-08-23T03:17:50Z,2024-08-24T22:17:18Z,TRUE
grab.com,,MyWebsite,52fb5b88-662b-55b2-84f9-4a9de346557e,2024-09-05T08:34:32Z,2024-09-05T08:35:57Z,FALSE
sony.com,NYSE:SNE,Salesforce Desk,74c52a60-18f3-5dad-a604-e10f940ae1b1,2024-06-09T03:40:41Z,2024-08-09T03:46:56Z,FALSE
samsung.com,NASDAQOTH:SSNLF,LottieFiles,25484253-0d20-5594-ad64-29be4bae3bd5,2024-09-02T09:31:36Z,2024-09-02T09:51:13Z,FALSE
infosys.com,NYSE:INFY,Vulcan,594e6d04-ddca-498c-8083-64e83d91c71a,2024-09-04T08:24:50Z,2024-09-04T08:24:50Z,TRUE
infosys.com,NYSE:INFY,HTML,02f48508-e6e7-4a38-a79d-f7775b8fe7d7,2024-09-03T05:29:50Z,2024-09-06T07:23:43Z,TRUE
rakuten.com,,PyTorch,a0d6a9e2-4320-4cac-b2cc-932b2bd95a46,2024-09-04T10:15:20Z,2024-09-04T10:15:20Z,TRUE
wipro.com,NYSE:WIT,Avaya Aura Messaging,b47f0e8f-e60e-5048-9b38-53d05e2f8b2b,2024-06-10T00:54:04Z,2024-06-10T00:54:04Z,TRUE
sony.com,NYSE:SNE,DB2,01aa495d-f8a7-49d3-9a4f-a53980dc310b,2024-09-03T18:20:27Z,2024-09-03T18:20:27Z,TRUE
sea.com,NYSE:SE,X-Content-Type-Options,3ee8a45c-4b45-4c85-9564-fe6981802538,2024-07-02T22:56:18Z,2024-08-23T23:59:57Z,FALSE
infosys.com,NYSE:INFY,Pega,bcb67747-b459-449a-9248-feeb4455624e,2024-09-03T07:17:22Z,2024-09-05T19:57:57Z,TRUE
infosys.com,NYSE:INFY,InRiver,07165e78-c67f-50be-b609-a2ccc654e72f,2024-09-05T19:18:00Z,2024-09-05T19:18:00Z,TRUE
wipro.com,NYSE:WIT,Vite,31dfac97-eb23-57c6-8e53-15229b1f5941,2024-08-01T12:52:30Z,2024-08-01T12:54:48Z,TRUE
rakuten.com,,Android Studio,65a1454f-3312-5243-82e5-f6e17877d99f,2024-06-23T09:50:03Z,2024-07-14T18:02:34Z,TRUE
samsung.com,NASDAQOTH:SSNLF,PyTorch,a0d6a9e2-4320-4cac-b2cc-932b2bd95a46,2024-09-03T18:41:31Z,2024-09-06T04:10:19Z,TRUE
wipro.com,NYSE:WIT,Zilliant,7ff4d6c2-9b24-58da-8df2-a631bcf899f1,2024-08-09T21:05:54Z,2024-08-09T21:05:54Z,TRUE
baidu.com,NASDAQ:BIDU,PyTorch,a0d6a9e2-4320-4cac-b2cc-932b2bd95a46,2024-09-02T15:51:24Z,2024-09-03T07:37:38Z,TRUE
infosys.com,NYSE:INFY,Azure Arc,c1ac72c5-9c6b-4796-97c4-549da086645a,2024-08-29T09:17:45Z,2024-08-29T09:17:45Z,TRUE
rakuten.com,,Spring Boot,92bed5c9-d378-4390-9a88-7a05731812ed,2024-08-23T16:27:20Z,2024-08-29T02:57:13Z,TRUE
sony.com,NYSE:SNE,ONESOURCE,16ff7881-3f7f-5ffc-9431-7bdbcef77c84,2024-06-25T03:42:04Z,2024-08-30T15:23:36Z,TRUE
grab.com,,Qlik Sense,25755347-39be-5c80-b307-d86f7ad02e5c,2024-07-20T12:21:05Z,2024-07-20T12:21:05Z,TRUE
wipro.com,NYSE:WIT,Fortinet,fd887381-0f12-4c64-9784-85fd7e1f99c2,2024-09-03T20:17:12Z,2024-09-03T20:17:12Z,TRUE
samsung.com,NASDAQOTH:SSNLF,MX,4969df0f-5db2-4a50-bf83-6f6c97f06b6b,2024-09-02T20:51:31Z,2024-09-06T04:01:05Z,TRUE
infosys.com,NYSE:INFY,VMWare VeloCloud,73e96f0f-9fd3-4d28-883b-990b48a60361,2024-07-24T14:23:35Z,2024-07-24T21:57:03Z,TRUE
rakuten.com,,Salesforce Billing,ddb50d04-6bfe-4e0d-bc6a-557b02f473dd,2024-08-23T01:46:56Z,2024-08-23T01:46:56Z,TRUE
rakuten.com,,Heroku,77be342b-549d-5e31-9c09-18c52a46b027,2024-06-19T20:53:47Z,2024-06-19T20:53:47Z,TRUE
wipro.com,NYSE:WIT,Azure SQL,28ae2455-2a88-46d0-a7fa-faeddd84e4ae,2024-08-26T03:33:18Z,2024-08-26T03:33:18Z,TRUE
grab.com,,B2B2C,bdd36402-d3f2-5694-bae1-3643f226853e,2024-08-10T11:42:49Z,2024-08-10T11:42:49Z,TRUE
wipro.com,NYSE:WIT,Autodesk Revit,46ecc9bf-148c-5854-90c8-37f23e37bf38,2024-08-09T21:25:54Z,2024-08-09T21:25:54Z,TRUE
grab.com,,Clickhouse,6ad6adc8-2315-4594-a7c4-b09b071a4057,2024-09-03T02:08:15Z,2024-09-03T02:08:15Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Dell,c417838c-909c-52db-a034-dc004bca3022,2024-06-09T22:00:55Z,2024-06-09T22:00:55Z,TRUE
infosys.com,NYSE:INFY,Adobe XD,4f627307-1264-4090-ad0d-cae94459b761,2024-08-22T21:54:51Z,2024-09-02T19:20:44Z,TRUE
infosys.com,NYSE:INFY,Cloudflare Bot Management,09412f5b-4515-5811-9f62-dd54b0248028,2024-06-10T15:44:56Z,2024-06-10T15:44:56Z,FALSE
wipro.com,NYSE:WIT,Pure Storage,06c956d3-1ce8-52c3-8703-58b0f947ad4e,2024-08-09T21:10:27Z,2024-08-09T21:31:01Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Pendo,c0016482-69d7-5dcd-bbbe-3e72894bb4df,2024-06-10T19:49:00Z,2024-09-04T18:49:43Z,TRUE
rakuten.com,,SAP Analytics Cloud,54d6c62f-fc2f-4922-b93d-f23b5d7b8f04,2024-06-16T09:45:52Z,2024-06-16T09:45:52Z,TRUE
infosys.com,NYSE:INFY,Velocix,e5bb2980-1a22-47ff-9c9d-6974d87d64c2,2024-06-14T14:05:54Z,2024-06-14T22:50:09Z,TRUE
grab.com,,Duda,900bf870-ccaf-5332-979f-1cb0413bb9d2,2024-09-05T08:34:32Z,2024-09-05T08:35:57Z,FALSE
samsung.com,NASDAQOTH:SSNLF,OpenTelemetry,35b75c47-cc31-4c66-afb1-cb1b88804da9,2024-08-30T11:14:29Z,2024-08-30T11:14:29Z,TRUE
bytedance.com,,DNN,fced75c1-7380-5ec2-81c1-cfd247fe1345,2024-08-10T07:49:57Z,2024-08-16T23:11:40Z,TRUE
rakuten.com,,SQLite,99357247-a38f-5839-b5d3-ac16cb07eddc,2024-09-04T22:33:20Z,2024-09-04T22:33:20Z,TRUE
bytedance.com,,Akamai,b0526112-ddde-5dbf-b887-9b6f93557007,2024-08-19T07:29:59Z,2024-08-19T07:29:59Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Claro,1698ac3e-ce36-50fd-a511-b6a3a52d24ed,2024-08-08T23:36:18Z,2024-08-08T23:36:18Z,TRUE
rakuten.com,,SAP S/4HANA,4f3367de-761f-5332-bcc5-ab2f6fb7595c,2024-06-16T09:45:49Z,2024-06-16T09:45:52Z,TRUE
wipro.com,NYSE:WIT,Workspace One,875e41d5-0d63-42ab-966d-78c4d74c2775,2024-06-14T20:34:29Z,2024-06-14T20:34:29Z,TRUE
wipro.com,NYSE:WIT,Cisco IronPort,8419e03e-0af7-46fb-8326-601340c13a5d,2024-09-05T05:14:40Z,2024-09-05T05:14:40Z,TRUE
grab.com,,PyTorch,a0d6a9e2-4320-4cac-b2cc-932b2bd95a46,2024-09-02T14:30:15Z,2024-09-06T03:26:44Z,TRUE
wipro.com,NYSE:WIT,Palo Alto Networks,04fb9da2-c492-40f6-8c83-7617c1fcf7b6,2024-08-21T22:25:52Z,2024-09-04T07:53:25Z,TRUE
rakuten.com,,Udemy,c0da7d29-3b7d-4f05-be39-094d7ee61174,2024-09-02T11:25:40Z,2024-09-02T11:25:40Z,TRUE
infosys.com,NYSE:INFY,Tandem,383e5ca1-fcdb-42fc-bf80-90c7760f9d55,2024-08-29T21:53:34Z,2024-09-05T07:35:03Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Facebook Workplace,0c4bcb04-7ca6-5925-8b2d-a57185ae8537,2024-07-15T18:16:10Z,2024-07-15T18:16:10Z,TRUE
sony.com,NYSE:SNE,Proper Media,5d1bc4dd-80b7-542a-bb44-2e65f9ae9e92,2024-06-26T03:43:36Z,2024-06-26T03:43:36Z,TRUE
wipro.com,NYSE:WIT,PTC Windchill,c9c279f6-b7cc-433b-ba81-8cf54f7368cd,2024-09-04T06:40:44Z,2024-09-04T06:40:44Z,TRUE
lg.com,,OneTrust,c94695dd-a6aa-5302-a7d1-888c86263318,2024-09-02T09:45:16Z,2024-09-02T09:45:16Z,FALSE
infosys.com,NYSE:INFY,Cohesity,72425d52-18d3-5848-a17f-827060a77df9,2024-06-15T01:26:04Z,2024-06-15T01:26:04Z,TRUE
samsung.com,NASDAQOTH:SSNLF,RabbitMQ,ee0ddbe3-c017-40f5-a97a-8bc22af0a199,2024-09-03T11:13:29Z,2024-09-03T11:13:29Z,TRUE
wipro.com,NYSE:WIT,Tandem,383e5ca1-fcdb-42fc-bf80-90c7760f9d55,2024-08-30T19:47:24Z,2024-08-30T19:47:24Z,TRUE
sony.com,NYSE:SNE,Magento,08f56d43-366b-5be9-b5eb-ac25dc940274,2024-06-16T02:42:10Z,2024-06-16T02:42:10Z,TRUE
grab.com,,Kyriba,8fdc3c21-f8bc-4c86-9e03-62e57a739779,2024-09-03T01:21:38Z,2024-09-06T03:24:38Z,TRUE
grab.com,,Okta,341d6870-5d23-5bc8-a03e-b23af31fa159,2024-06-20T11:19:55Z,2024-06-20T11:19:55Z,TRUE
infosys.com,NYSE:INFY,Amdocs,2aa2b584-dbda-4a6b-9ce3-72023e3cbed7,2024-09-05T19:18:01Z,2024-09-05T19:18:01Z,TRUE
alibaba.com,,X-Content-Type-Options,3ee8a45c-4b45-4c85-9564-fe6981802538,2024-07-01T03:17:49Z,2024-08-26T03:30:44Z,FALSE
wipro.com,NYSE:WIT,Azure Active Directory,60e6e73a-87cf-48e5-8d4f-5cedb0992d76,2024-08-23T03:47:31Z,2024-08-29T09:16:00Z,TRUE
infosys.com,NYSE:INFY,Tailwind CSS,3cd84a23-9a5f-5dc5-96df-59753aeb162a,2024-09-03T19:29:17Z,2024-09-03T19:29:17Z,TRUE
alibaba.com,,Choices,4a3ba046-2ecc-5a59-a6cf-d0f25e9138ae,2024-07-30T09:46:37Z,2024-07-30T09:46:37Z,FALSE
samsung.com,NASDAQOTH:SSNLF,Ruxit,622773c6-e3f0-5c51-acd9-e40dc8edff3f,2024-09-02T10:03:29Z,2024-09-02T10:03:35Z,FALSE
wipro.com,NYSE:WIT,Eventgrid,a25fda8f-008c-51a3-8e28-27ff42d8d3f9,2024-08-19T19:17:00Z,2024-08-19T19:17:00Z,TRUE
wipro.com,NYSE:WIT,Veeva Systems CRM,d27f392a-6afa-57e8-b652-972bc9378a9f,2024-06-07T22:00:58Z,2024-06-08T10:59:57Z,TRUE
sony.com,NYSE:SNE,HTML,02f48508-e6e7-4a38-a79d-f7775b8fe7d7,2024-09-04T03:32:13Z,2024-09-04T03:32:13Z,TRUE
sony.com,NYSE:SNE,CoStar,ea508f39-c0bf-4f31-93e0-923f44a7964f,2024-08-29T03:23:12Z,2024-08-29T03:23:12Z,TRUE
lg.com,,SAP SuccessFactors,9bc2cdef-9527-59ed-b5be-31f0d901b22b,2024-06-15T16:49:22Z,2024-08-28T05:31:30Z,TRUE
wipro.com,NYSE:WIT,X-Content-Type-Options,3ee8a45c-4b45-4c85-9564-fe6981802538,2024-06-14T13:14:16Z,2024-08-23T17:42:05Z,FALSE
wipro.com,NYSE:WIT,Oracle Sales Performance Management,a873a279-a0aa-53bb-9d78-85f34f775f68,2024-06-16T18:54:23Z,2024-06-16T18:54:23Z,TRUE
baidu.com,NASDAQ:BIDU,Prometheus,fa864372-dc1e-4db5-97e2-6b591119d6c4,2024-09-02T14:13:00Z,2024-09-03T07:38:44Z,TRUE
infosys.com,NYSE:INFY,Windows 11,1842ee84-d289-45a2-96e1-07587304a6e5,2024-08-22T21:58:22Z,2024-08-28T23:33:01Z,TRUE
infosys.com,NYSE:INFY,RabbitMQ,ee0ddbe3-c017-40f5-a97a-8bc22af0a199,2024-09-03T11:57:40Z,2024-09-03T19:15:39Z,TRUE
wipro.com,NYSE:WIT,SAP S/4HANA Finance,2e9988a6-26e6-4d7b-8bef-bc7946a8f847,2024-08-21T18:24:37Z,2024-08-30T20:05:01Z,TRUE
rakuten.com,,Microsoft Intune,d8cc12c9-ae34-4281-baf2-cf2e60890f9a,2024-06-15T00:25:21Z,2024-06-15T02:52:52Z,TRUE
lg.com,,SuccessFactors,a412e16f-fe00-5d48-b1b4-99b51321b916,2024-06-15T16:49:22Z,2024-08-28T05:31:30Z,TRUE
rakuten.com,,Django,2a7f4d3b-f4e2-507c-9109-9a3f6a3b23a2,2024-08-20T14:07:24Z,2024-08-20T14:07:24Z,TRUE
wipro.com,NYSE:WIT,UKG,978e1f7e-c1f5-5dad-91f1-5958ce64ae77,2024-08-05T13:08:40Z,2024-08-05T13:08:40Z,TRUE
infosys.com,NYSE:INFY,Mule ESB,3265ec90-9b99-42a0-8afa-b9bc6639d739,2024-09-04T19:16:31Z,2024-09-04T19:16:31Z,TRUE
wipro.com,NYSE:WIT,Tealium,6c0fa226-9020-58d9-842b-5bba542c91a9,2024-08-01T12:49:15Z,2024-08-05T13:01:27Z,TRUE
infosys.com,NYSE:INFY,Charles Proxy,21d40b42-1cb8-4575-8b8a-bc029ec5a63b,2024-09-04T07:37:08Z,2024-09-04T07:37:08Z,TRUE
wipro.com,NYSE:WIT,MX,4969df0f-5db2-4a50-bf83-6f6c97f06b6b,2024-09-04T20:26:32Z,2024-09-04T20:26:32Z,TRUE
sony.com,NYSE:SNE,Zapier,8a6d302b-f6e4-585b-9166-80bce7a6b66c,2024-06-12T02:22:41Z,2024-06-12T02:22:41Z,TRUE
samsung.com,NASDAQOTH:SSNLF,Google Workspace,c2aa6e64-324f-5859-8929-c2ffda07c3fc,2024-08-09T23:55:41Z,2024-08-09T23:55:41Z,TRUE
